Match,Category.category,Category.subssubgroup,Aantal,Voorbeeld_product_titel,Voorbeeld_product_beschrijving,Voorbeeld_product_link
,outdoor-mobility,Auto Interieur Accessoires,104297,Gledring Rubbermatten passend voor Audi A7 2010-2018 / A6 2011-2018 (T profiel 4-delig + montageclips),"<h3>Rubbermatten Audi A7 2010-2018 / A6 2011-2018 (T profiel 4-delig + montageclips)</h3><p> Gledring staat bekend om het zorgvuldig ontwerpen van rubberen matten die perfect in het voertuig passen omdat metingen nauwkeurig en precies worden gedaan. Om een perfect product te kunnen garanderen meet Gledring alle afmetingen en vormen handmatig en ze kopiëren dus geen bestaande exemplaren. De metingen zijn compleet en passen 100% op het voertuig omdat met elk detail rekening wordt gehouden. </p> <p> De matten zijn uitgerust met originele bevestigingspunten die ervoor zorgen dat de rubberen mat niet onder je voet glijdt en daarmee de veiligheid ook verhoogt. </p> <p> De rubberen matten van Gledring hebben ook een stijlvolle rand en bieden een optimale bescherming aan de vloer van je auto. Het is zo precies gemeten dat vuil niet over de rand heen kan. De 13mm hoge rand geeft het voertuig een stijlvolle uitstraling terwijl de rubberen matten zich perfect integreren met het interieur en een volledige bescherming van de vloer bieden. </p> <p> Een belangrijk criteria bij het ontwerpen van de matten was dat het makkelijk te reinigen moest zijn. Daarom hebben de matten van Gledring rechte lijnen zonder scherpe randen. Voor het perfecte resultaat raden we de Gledring-Reiniger aan, artikelnummer: GL 0614, welke ontworpen is voor droge reiniging zonder gebruik van water. </p> <p> Voor het produceren van de Gledring rubberen automatten worden de duurzaamste materialen gebruikt die zijn voorzien van alle benodigde certificaten. Vanwege het hoogwaardige rubber dat wordt gebruikt bij de productie, worden ze gekenmerkt door een bovengemiddelde lange levensduur. Omdat het materiaal natuurlijk en niet gerecycled is, heeft het ook een aangename geur. </p> <p> Gledring is erg milieubewust en om minder afval de wereld in te creëren hebben ze de hanger van de matten zo gefabriceerd dat die nadien als ijskrabber te gebruiken is. </p>",https://www.bol.com/nl/nl/p/gledring-rubbermatten-passend-voor-audi-a7-2010-2018-a6-2011-2018/9200000063523404/
,outdoor-mobility,Auto Transport en Bagage,32131,Farad Dakdragers - Citroen DS7 vanaf 2018 - Gesloten Dakrail - 100kg Laadvermogen - Wingbar,"Dakdragers van Farad samengesteld door de importeur Faradbox zodat ú als koper op Bol verzekerd bent van de juiste dakdragerset voor uw model auto.<br /><br /><strong>Wat is het?</strong><br />Aerodynamische wingbar dakdragers voor op een Citroen DS7 vanaf 2018 voor het vervoeren van een dakkoffer of accessoires zoals een fietsdrager, skihouders, etc.<br /><br /><strong>Waar kan ik het voor gebruiken?</strong><ul><li>Wintersport</li><li>Zomervakantie naar bijvoorbeeld de camping</li><li>Monteren van fietsdragers op de auto</li><li>Monteren van een dakkoffer</li><li>Vervoeren van een ladder voor een klus</li><li>Vervoeren van grote producten van b.v. de Ikea, bouwmarkt, woonwinkel, etc</li></ul><strong>Voordelen</strong><br /><ul><li>Eenvoudige montage</li><li>Hoog laadvermogen van 100 kg</li><li>Gepatenteerd slot</li><li>Door gebruik materiaal aluminium licht van gewicht maar beresterk</li><li>Vorm van een vliegtuigvleugel dus zéér aerodynamisch</li><li>Voorzien van rubberen strips dus extra stroef op raakvlak tussen drager en dakkoffer</li><li>Laag op het dak voor extra aerodynamica, onderkant dakdrager +/- 3 cm boven de dakrail</li><li>Wordt geleverd in een milieuvriendelijke bruine doos</li></ul><strong>Nadelen</strong><br />Breedte drager is 8cm wat voor de meeste montage systemen van dakkoffers en accessoires geen enkel probleem is maar voor de vooral oudere dakkoffers met smalle beugels kan 8cm te breed zijn. Oplossing is gebruik maken van de T-adapter die als accessoire bij te bestellen is.<br /><br /><strong>Specificaties</strong><ul><li>Lengte ligger 120 cm</li><li>Breedte ligger 8 cm</li><li>Hoogte ligger 3 cm</li><li>Hoogte voet 3 cm (is dus de afstand tussen onderkant ligger en bovenkant dakrail)</li><li>Materiaal aluminium</li><li>Laadcapaciteit 100kg</li><li>T-adapter gleuf bovenzijde voor montage accessoires</li><li>Eigen gewicht +/- 4,5 kg</li></ul><strong>Wat krijg ik?</strong><ul><li>2 liggers met 4 bevestigingsvoeten voor uw model auto</li><li>4 rubberen strips voor de boven en onderzijde</li><li>4 eindkapjes</li><li>1 inbussleutel voor het vastdraaien van de voeten aan de dakdragers</li><li>2 sleutels voor het vastdraaien van de dakdragers aan de auto</li><li>Gebruikaanwijzing</li><li>Garantiekaart</li><li>3 jaar garantie</li></ul><strong>Wat gebeurt er als het niet goed is?</strong><br />Indien er na ontvangst iets niet in orde is dan lossen wij dat op nadat u dit aan ons heeft gemeld. Indien er tijdens gebruik onder garantie iets defect raakt dan zorgen wij dat de fabrikant dit voor u oplost, wij zullen dan zorg dragen voor de afwikkeling.<br /><br /><strong>Voor wie zijn deze dakdragers geschikt?</strong><br />De Farad dakdragers zijn geschikt voor de autobezitters die er graag op uittrekken met de auto voor de vakantie naar een zonnige bestemming, de sneeuw in de wintersportgebieden of voor een weekendje weg. Ook de autobezitter die grote producten moet vervoeren zal veel profijt hebben van deze dakdragers.<br /><br /><strong>Merk</strong><br />Al ruim 45 jaar levert het Italiaanse merk Farad producten waaronder dakdragers en dakkoffers aan diverse automerken zoals Renault, Fiat, Nissan, lancia, Alfa, etc. Naast de autofabrikanten levert Farad ook aan de consument waarbij Farad een goede kwaliteit biedt voor een scherpe prijs. De producten van Farad zijn voorzien van certificaten zoals TUV en Citycraschtest maar ook doorstaan de producten continue de diverse extra eisen die de autofabrikanten stellen aan Farad. Dakdragers van Farad doen precies waarvoor ze gemaakt zijn, niks meer en niks minder. Een functioneel hulpmiddel voor vervoer van producten op het dak van een auto.",https://www.bol.com/nl/nl/p/farad-dakdragers-citroen-ds7-vanaf-2018-gesloten-dakrail-100kg-laadvermogen-wingbar/9300000019271438/
,outdoor-mobility,Auto Verlichting,14261,Breedtelamp - WAS - W269.1.2 Dark - Rechts - LED - Knipperlicht - Helder - Wit/Amber/Rood - 12V-24V,"De Breedtelamp WAS W269.1.2 Dark rechts is een heldere LED-lamp met knipperlichtfunctie in wit, amber en rood. Deze lamp biedt uitstekende zichtbaarheid en veiligheid, ideaal voor voertuigen die extra aandacht op de weg willen trekken.",https://www.bol.com/nl/nl/p/breedtelamp-was-w269-1-2-1-2n-neon-rechts-led-knipperlicht-helder-wit-amber-rood-12v-24v/9300000228515060/
,outdoor-mobility,Autolak,234574,DACIA - I45 - BLEU OTTOMAN-MET. - autolak spuitbus 400ml,"Een beschadiging van de lak van je Dacia kan erg storend zijn, maar gelukkig kun je deze eenvoudig zelf herstellen. Deze professionele spuitbus in de <b>kleur BLEU OTTOMAN-MET. ( I45 )</b> helpt je om schade zoals krassen of een deukje snel en nauwkeurig te herstellen. Door de hoge kwaliteit lak behoudt je auto zijn originele uitstraling en voorkom je roestvorming. <br /> <br /> <h3>Dacia - I45 BLEU OTTOMAN-MET. autolak spuitbus - 400ml</h3>Kwalitatief hoogwaardige <b>Dacia autolak</b> ten behoeve van reparatie of schadeherstel, gebaseerd op de originele Dacia kleurcode. <b>BLEU OTTOMAN-MET.</b> is een Metallic kleur welke moet worden afgewerkt met een blanke laklaag. <br /> <br /> <b>Dacia kleurcode:</b> I45 <br /> <b>Kleurnaam:</b> BLEU OTTOMAN-MET. <br /> <b>Metallic:</b> Ja <br /> <b>Product:</b> Spuitbus autolak - 400ml <br /> <b>Afwerking:</b> Blanke lak <br /> <br />Uw Dacia is vanuit de fabriek voorzien van een 2-laags laksysteem. Deze lak bestaat uit 2 lagen. <br /> <b>Laag 1</b> is een basislak (grondtoon, uni of metallic) <br /> <b>Laag 2</b> is een blanke lak, deze zorgt voor een optimale bescherming en glans. <b>Wij adviseren deze lak (Autolakgigant - spuitbus Blanke Lak - Hoogglans - SBCCHG) gelijk mee te bestellen.</b> <br /> <br /> <b>Inhoud:</b> <br />1 x spuitbus Dacia basis lak - I45 BLEU OTTOMAN-MET. - 400ml <br /> <br />Een <b>autolak spuitbus</b> is geschikt voor het repareren van lakschade en het overspuiten van onderdelen van uw auto. De hoge kwaliteit spuitbus garandeert een fijne verneveling. De lakkwaliteit en de constante druk staan garant voor het beste eindresultaat. Onze spuitbussen zijn voorzien van een <b>speciale vlak spuit mond,</b> deze zorgt voor een gelijkmatige verdeling van de verf en een professioneel resultaat. <br /> <br /> <b>Hoogste kwaliteit Dacia autolak spuitbus</b> <br />Onze Dacia autolak spuitbussen worden gemaakt op basis van Standox en Lesonal lakken. Standox wordt wereldwijd aanbevolen door alle belangrijke fabrikanten en is dé standaard binnen schadeherstelbedrijven. Wij garanderen voor onze lakken <b>optimale kleurnauwkeurigheid.</b> De autolak heeft een uitstekend vulvermogen, goed dekkend vermogen en is gemakkelijk bij te stippen. <br /> <br /> <b>Waarom kiezen voor deze spuitbus?</b> <br /> <b>- Originele kleurcode lak – </b>Perfecte kleurovereenkomst voor je Dacia <br /> <b>- Ruime inhoud – </b>De 400ml spuitbus is ruim voldoende voor om een gemiddelde schade mee te herstellen <br /> <b>- Eenvoudig in gebruik – </b>Geschikt voor het zelf bijwerken van autolak <br /> <b>- Sneldrogend & duurzaam – </b>Langdurige bescherming tegen roest en slijtage <br /> <b>- Professioneel resultaat – </b>Zorgt voor een strakke afwerking zonder kleurverschil <br /> <br /> <b>Voorbehandeling</b> <br />Een goede voorbereiding is de basis voor een professioneel eindresultaat. Zorg dat de ondergrond schoon, droog en vetvrij is. Verwijder zorgvuldig oude, loslatende verfresten en roest. Bij zichtbare <b>kale chassisdelen</b> is het gebruik van een <b>primer</b> essentieel. De juiste kleur primer is cruciaal, omdat deze invloed heeft op het uiteindelijke resultaat. Voor Dacia I45 is de <b>bijpassende primer: Spuitbus Primer VS4 Grijs.</b> <br /> Schuur de grondlaag na droging licht op met korrel 600 voor een optimale hechting van de kleurlak. <br /> <br /> <b>Gebruik van de spuitbus</b> <br />De ondergrond moet schoon, droog en vetvrij zijn. De Dacia I45 spuitbus op kamertemperatuur brengen. Ideale verwerkingstemperatuur 15 tot 25°C. Voor gebruik de spuitbus minimaal 2 minuten goed schudden terwijl het kogeltje goed hoorbaar is! <br /> <br />Hierna een proefstukje spuiten en kleur vergelijken. Afstand tot het te behandelen oppervlak circa 25 tot 30 centimeter. <b>De lak aanbrengen in meerdere dunne lagen.</b> Voor het aanbrengen van de volgende laag, de vorige laag laten drogen en de spuitbus weer schudden. Voor een optimaal resultaat, een aflaklaag <b>blanke lak</b> aanbrengen. Na gebruik het ventiel schoonspuiten (spuitbus op de kop houden en de sproeikop circa 5 seconden ingedrukt houden). De droogtijd is afhankelijk van de omgevingstemperatuur, de luchtvochtigheid en de aangebrachte laagdikte. <br /> <br /> <b>Waarom Dacia I45 afwerken met een blanke lak?</b> <br />Uw Dacia is vanuit de fabriek voorzien van een 2-laags laksysteem: een kleurlak die is afgewerkt met een blanke lak. Deze blanke lak geeft de laklaag niet alleen diepte en glans, maar biedt ook een beschermende functie en vult kleine beschadigingen zoals krassen of putjes. <br /> <br />Als u alleen de kleurlak ( I45 ) aanbrengt, ontbreekt de glans en kan er kleurverschil ontstaan. Voor het beste resultaat en een duurzame afwerking adviseren wij u om onze <b>speciale blanke lak (SBCCHG)</b> mee te bestellen. <br /> <br /> <b>Schaaf / schampplek of deuk in de lak van je Dacia? Werk het eenvoudig zelf bij!</b> <br /> Het overkomt iedereen: een auto schampt net die van jou, een winkelwagentje schuurt langs de lak, of je ziet dat ene paaltje over het hoofd. Balen! Maar gelukkig kun je dit eenvoudig zelf herstellen door ons stappenplan te volgen en deze spuitbus in de originele Dacia kleur te gebruiken. Onze Dacia spuitbus is speciaal ontwikkeld om lakbeschadigingen aan je auto zelf eenvoudig te herstellen. <br /> <br /> <b>Waarom een spuitbus gebruiken?</b> <br /> Beschadigingen van de laklaag ontsieren je auto en kunnen op termijn tot roestvorming leiden. Daarom is het belangrijk om regelmatig de lak van je Dacia te controleren en beschadigingen direct te herstellen. Met onze spuitbus autolak zorg je ervoor dat je auto er weer als nieuw uitziet!  <br /> <br /> <b>Tips voor het beste resultaat:</b> <br />- Ontvet de ondergrond goed voordat je begint, zodat de lak optimaal hecht. <br />- In het geval van een deuk, deze eerst opvullen met plamuur <br />- Is het blanke metaal zichtbaar? Breng dan eerst een primer (primer VS4 Grijs) aan om roest te voorkomen en te zorgen voor een optimale hechting van de kleurlaag <br />- Werk de kleurlak altijd af met een blanke lak (SBCCHG). Dit zorgt voor een optimale bescherming, kleurdiepte en een 100% kleurnauwkeurigheid, zodat de herstelde plek perfect opgaat in de rest van de lak. <br /> <br />Deze Spuitbus is speciaal voor <b>Dacia </b>modellen met de originele fabriekskleur <b>I45 - BLEU OTTOMAN-MET.</b> ontwikkeld, zodat je verzekerd bent van de juiste kleur voor jouw auto! <br /> <br /> <b>Toepassing:</b> Geschikt voor autolak reparatie en autolakherstel bij een kras of deuk. Maar ook voor het bijwerken van auto spiegelkappen, spoilers en bumpers in de originele Dacia kleur.",https://www.bol.com/nl/nl/p/dacia-i45-bleu-ottoman-met-autolak-spuibus-400ml/9300000031775674/
,outdoor-mobility,Autopoets,7307,CarPro Cleanse 1000ml - Auto Leerreiniger,"Auto Leerreiniger <p><strong>CarPro Cleanse</strong> is mild en verwijdert effectief vuil, vet, lichaamsoliën, zweet, voedselresten en lichte vlekken van alle soorten leer. Wanneer de poriën van leer verstopt raken door vervuiling, kan dit leiden tot voortijdige achteruitgang van het leer. De hoogwaardige leerreiniger dringt diep door in de poriën en tilt verontreinigingen moeiteloos op.</p> <h3>Auto leer reinigen</h3> <p>Zelf het leder van je auto reinigen is zeer eenvoudig. Volg onderstaand stappenplan.</p> <ol> <li>Schud CarPro Cleanse goed voor gebruik.</li> <li>Breng aan op de borstel en/of op het te reinigen oppervlak.</li> <li>Voorzichtig inwerken met overlappende cirkelbewegingen.</li> <li>Neem residu af met de microvezeldoek.</li> <li>Herhaal indien nodig en spoel de CarPro Leather Brush af en toe af met water.</li> </ol> Bescherm leer <p>De natuurlijke vezels van leer worden na verloop van tijd aangetast door agressieve elementen zoals UV-licht. Daarom is het belangrijk om na het reinigen van je leer CarPro Lotion aan te brengen voor optimale bescherming. De auto leer conditioner hydrateert en voedt het leer, waardoor het soepel en zacht blijft. Daarnaast helpt het verkleuring en barsten van het leer te voorkomen, waardoor de levensduur van de bekleding verlengd wordt.</p> <h3>Kenmerken CarPro Cleanse</h3> <ul> <li>Schuimende leerreiniger</li> <li>Veilig voor alle soorten leer</li> <li>Milde reiniging</li> <li>Verwijdert vuil effectief</li> <li>Voor langdurige resultaten</li> </ul>",https://www.bol.com/nl/nl/p/carpro-cleanse-1000ml-auto-leerreiniger/9300000184195212/
,outdoor-mobility,Autostyling,12800,BUMPER SPOILER VOOR RENAULT CLIO 1998-2001 8200074025,"BUMPER SPOILER; Het stuk VAN WEZEL is compatibel met het aantal OEM-versie: 8200074025; Code: BSR935923VWAN; Gewicht: kg; Lijst van compatibele voertuigen volgens het product: RENAULT CLIO 1998-2001, RENAULT CLIO 2001-2004",https://www.bol.com/nl/nl/p/bumper-spoiler-voor-renault-clio-1998-2001-8200074025/9300000231955208/
,outdoor-mobility,Backpacks,2422,Sticky Lemon Backpack/Boekentas Medium Wonders - Envelope - Diving Suit,"<p>Een mix van kleuren maakt deze tas opvallend! Hij heeft een extra vak aan de voorkant, een waterdichte voering met een handgetekend patroon en verstelbare schouderbanden. Aan de binnenkant vind je een elastische band die dienst doet als flessenhouder en een vak over de hele achterkant dat sluit met klittenband. Er is ook een naamkaartje om je gegevens op te schrijven. </p> <p>afmetingen<br />— body - 27 x 13 x 38 cm<br />— schouderbanden - maximale lengte 67 cm<br />— elastische band binnenkant - 2,5 x 11 cm</p> <p>materialen<br />— body - gerecyclede PET-flessen<br />— handvat - katoen<br />— voorvak - gerecyclede shell-stof<br />— rits - matwit YKK<br />— voering - waterdicht nylon<br />— gespen - matwit metaal</p> <p>Onderhoud<br />Oeps, een vlek in je Sticky-artikel! We raden je aan om het te behandelen met een licht vochtige doek. Dat is voldoende! We raden je af om het in de wasmachine te doen of om zware schoonmaakmiddelen te gebruiken.</p>",https://www.bol.com/nl/nl/p/sticky-lemon-backpack-large-envelope-diving-suit/9300000231007137/
,outdoor-mobility,Banden,4834,Goodyear - Eagle F1 R TLC 700X32C TRANSPARANT,"<p>ULTRA HIGH-PERFORMANCE WEGRACEBAND</p> <p>De Eagle F1 R Ultra High-Performance allround raceband is ontwikkeld op het hoogste niveau van de wielersport. Geavanceerde technologieën zoals een <br />120tpi kort karkas, Dynamic:UHP loopvlakcompound en Tubeless Complete hiel-tot-hiel-laag. De Eagle F1 R is de band bij uitstek voor wielrenners en liefhebbers die op zoek zijn naar een lage rolweerstand zonder dat dit ten koste gaat van de evenwichtige grip op nat en droog wegdek.</p> <p><br />- Volledig nieuwe constructie<br />- Nieuwe Dynamic:UHP samenstelling<br />- Kort karkas van 120tpi. <br />- Minder gewicht<br />- Verbeterde bescherming<br />- Duurzaam 120tpi karkas <br />- Nieuwe R:Shield breekband voor bescherming op hoog niveau.<br />- Beste grip in zijn klasse op nat wegdek.<br />- 25-34 mm sectiebreedte</p> <p> </p>",https://www.bol.com/nl/nl/p/goodyear-eagle-f1-r-tlc-700x32c-transparant/9300000146638926/
,outdoor-mobility,Banden en Accessoires,2788,Cult Vans 12 Inch Tire,"<b>diameter:</b> 12 inch <br /> <b>width:</b> 2,2 inch <br /> <b>max. tire pressure:</b> 65 psi (4.9 bar) <br /> <b>style:</b> steel bead <br /> <br /> <b>additional information:</b> <br /> Vans waffle pattern profile <br /> Grippy in all situations <br /> Lightweight",https://www.bol.com/nl/nl/p/cult-vans-12-inch-tire/9300000220154296/
,outdoor-mobility,Bootaccessoires,3402,"INSPECTIELUIK WIT 12,7 CM",Polypropyleen inspectieluiken. In wit of wit met transparantedeksel. M4 montagegaten met veiligheidsstrap tegen verlies van de deksel.<br /><br />Kleur wit<br />Diameter inwendig 127 mm,https://www.bol.com/nl/nl/p/inspectieluik-wit-12-7-cm/9200000047784857/
,outdoor-mobility,Bootnavigatie,235,Fusion-marine audio-MS-RA60,"<p>De MS-RA60 is de meest economische maritieme Fusion stereo unit tot nu toe.<br />Uitgevoerd met moderne esthetiek, Multi-Zone-technologie voor twee zones en geavanceerde aansluitmogelijkheden in een compacte unit.</p> <p>Ontworpen voor hoge kwaliteit audio-entertainment en beschermd tegen de barre maritieme omgeving. Uitgerust met een monochroom condensvrij LCD scherm met IPX6 en IPX7 normering. Mooie strakke zwarte voorkant - waardoor de MS-RA60 een aantrekkelijke aanvulling op het dashboard is.</p> <p>Ingebouwde DAB-module: de ingebouwde DAB-module ondersteunt de nieuwste DAB- en DAB + uitzendingen, zodat men kan genieten van digitale radiostreaming van hoge kwaliteit overal waar DAB en DAB + wordt ondersteund (alleen Europa en Australië; ondersteunt geen verkeer en weer).</p> <p>Draadloze software updates: software updates zijn nu mogelijk vanaf een compatibel Bluetooth smartphone via de gratis Fusion-Link # app, waardoor het eenvoudig wordt om de MS-RA60 up-to-date te houden.</p> <p>Uitwisselbare retrofit: de MS-RA60 is ontworpen om in het MS-RA55 montageprofiel te passen, waardoor het niet nodig is om de bestaande uitsparing te wijzigen, waardoor de complexiteit bij het upgraden van het stereosysteem wordt verminderd.<br />Optionele retrofit kit voor een 1-DIN uitsparing, 00360886</p> <p>Fusion MS-RA60 productkenmerken:<br />* Multi-zone techniek: 2 Zones<br />* Display: 2,3"" optisch gebonden monochroom LCD<br />* Geluidsbronnen: AM / FM / Bluetooth / AUX / DAB+<br />* Fusion Link bediening: draadloos via Bluetooth App, draadloos via ANT remotes of Garmin Smartwatch<br />* Versterker: 180 Watt Klasse D<br />* Software updates: draadloos via de gratis Fusion-Link App<br />* Waterdichtheid: IPx6/IPx7</p> <p>Aansluitingen:<br />AUX: 1 x line in, 1 x line out, 4 speakers rechtstreeks / 1 x Subwoofer Out via externe versterker / AM/FM Motorola connector</p> <p>Levering: montagepakking, 4 schroeven plus 2 afdekkapjes, kabelboom voor voeding en luidsprekers, kabelboom voor AUX IN en AUX OUT plus SUB OUT.</p>",https://www.bol.com/nl/nl/p/fusion-marine-audio-ms-ra60/9300000132190894/
,outdoor-mobility,Bootonderdelen,2560,Superwinch SX 12 - Synthetisch liertouw - Elektrische lier 12V - Superwinch 1712201,"Superwinch SX - Synthetisch liertouw <h3>""Power speed innovation and proven performance""</h3> <p>De perfecte keuze als u op zoek bent naar 4x4 Offroad lier. De SX serie is ontworpen om gebruikers de ideale combinatie van kracht, snelheid, innovatie en bewezen prestaties die ze van Superwinch verlangen.</p> <p>SX-serie lieren overtreffen de meest veeleisende normen met daarnaast een stijlvol ontwerp met vele toonaangevende functies die niet te vinden zijn in andere high-performance lieren. Verkrijgbaar in verschillende trekkrachten en met de keuze uit staalkabel of synthetisch liertouw. De nieuwe Superwinch SX heeft een IP68-classificatie voor stof- en waterdichtheid terwijl de slanke moderne look is afgewerkt met een duurzame metallic grafiet poedercoating die lang meegaat. Gecombineerd met innovatieve functies zoals een gepatenteerde trommelverlichting, verplaatsbare bedieningskast en een verlichte afstandsbediening. Bij deze Superwinch lier wordt de draadloze afstandsbediening standaard meegeleverd.</p> <p><strong>Artikelnummer </strong>Superwinch 1712201</p> <p><strong>Trekkracht 5443</strong>kg</p> <p><strong>Motor </strong>12v DC</p> <p><strong>Overbrenging </strong>3-Fase planetair</p> <p><strong>Rem </strong>Mechanisch</p> <p><strong>Afstandsbediening </strong>Handbediening en draadloos</p> <p><strong>Liertouw </strong>ø9.5mm x 24.5m</p> <p><strong>Liervenster </strong>Hawse (⊗254mm)</p> <p><strong>Afmetingen LxBxH </strong>560mm x 160mm x 246mm</p> <p><strong>Bout patroon LxB </strong>254mm x 114mm</p> <p><strong>Gewicht</strong> 28kg</p> <p><strong>Lijnsnelheid Onbelast/belast </strong>7.1MPM / 1.1MPM</p> <p><strong>Ampere Onbelast/belast </strong>90AMP / 379AMP</p> <h3> </h3>",https://www.bol.com/nl/nl/p/superwinch-sx-12-synthetisch-liertouw-elektrische-lier-12v-superwinch-1712201/9300000189478640/
,outdoor-mobility,Bootonderhoud,756,Epifanes foul away lichtblauw 2liter,"Epifanes foul away lichtblauw 2 liter. Zelfslijpende onderwaterverf voor zoet water. Zelfslijpende aangroeiwerende onderwaterverf op basis van gemodificeerde harsen. Bevat geen koper, koperverbindingen of tin. Door het zelfslijpende karakter blijft het onderwaterschip glad. Foul away kan zonder gevaar voor galvanische corrosie worden toegepast op aluminium en andere metalen. Foul away mag tot 6 maanden voor de terwaterlating worden aangebracht. De eigenschappen van deze onderwaterverf worden niet nadelig beïnvloed indien het schip gedurende langere tijd uit het water is.",https://www.bol.com/nl/nl/p/epifanes-foul-away-lichtblauw-2liter/9200000036169685/
,outdoor-mobility,Bootuitrusting,17536,"VETUS flexibele koppeling BULLFLEX 12 voor Schroefas 1¾"" | BULFL1213","<p><strong>Flexibele Schroefaskoppelingen type Bullflex</strong></p> <ul> <li>Optimale trillingdemping verzekerd!</li> <li>De Bullflex is het antwoord op de toenemende vraag naar meer vaarcomfort.</li> <li>Deze koppeling is speciaal ontwikkeld voor optimale trillingdemping.</li> <li>Door het flexibele rubberen element worden torsietrillingen efficiënt gedempt en blijft de verbinding tussen motor en schroefas dankzij de doorslagbeveiliging gewaarborgd.</li> <li>Nog een sterk punt van de Bullflex is de perfecte centrering van de schroefas.</li> <li>Voor de meeste gangbare keerkopppelingen van Volvo, Yanmar en Kanzaki zijn speciale (ook op maat gemaakte) adapterflenzen verkrijgbaar.</li> </ul> <p><strong>Voordelen op een rij</strong></p> <ul> <li>Zeer hoge flexibiliteit</li> <li>Doorslagbeveiligd (axiaal en radiaal), veilige transmissie onder alle omstandigheden gewaarborgd</li> <li>Uitlijnfout tot 2° toelaatbaar</li> <li>Zeer goede centrering van de as, dus hoge toerentallen zijn toegestaan</li> <li>As blijft gecentreerd, zelfs bij achteruit varen</li> <li>Mogelijkheid tot het verwijderen van de centreerring, bij toepassing van twee of meer lagers</li> <li>Ingebouwde stuwdrukdemper vermindert axiale trillingen</li> <li>Niet-conische klemnaaf voor perfecte centrering en gemakkelijke (de)montage</li> </ul> <p><strong>Specificaties</strong></p> <ul> <li>Types 1, 2 en 4 hebben een 4” aansluiting voor de keerkoppeling</li> <li>Types 8, 12 en 16 hebben een 5” aansluiting voor de keerkoppeling</li> <li>Type 32 is voorzien van zes draadgaten M16 op een steekcirkel van Ø 120,65 mm/4,75” waardoor hij op de meeste keerkoppelingen is te monteren (o.a. Hurth, Velvet, Technodrive, ZF en P.R.M.)</li> <li>VETUS kan ook de benodigde bevestigingsmaterialen leveren voor montage van de Bullflex aan de keerkoppeling</li> <li>Deze koppeling is niet geschikt voor V-Drives</li> </ul> <p><strong>Centreren van de Bullflex</strong></p> <ul> <li>Een scheepsmotor op flexibele motorsteunen zal altijd bewegen.</li> <li>Als de schroefas star is opgesteld, dus door twee of meer lagers ondersteund, dan zou de schroefas niet beïnvloed kunnen worden door de motorbewegingen.</li> <li>Mocht dit wel gebeuren, dan kan dit schade aan motorsteunen, koppelingen of schroefasdichting tot gevolg hebben.</li> <li>Bij een starre as opstelling kan de centreerring uit de Bullflex koppeling worden verwijderd.</li> <li>Dit kan gedaan worden wanneer de afstand tussen voorlager en uitgaande flens van de keerkoppeling meer dan twintig maal de asdiameter is.</li> <li>Slingerbewegingen van de elastisch opgestelde motor worden dan niet aan de schroefas afgegeven maar worden moeiteloos door de Bullflex koppeling verwerkt.</li> <li>Uiteraard heeft het verwijderen van de centreerring geen nadelige invloed op de goede trillingdempende eigenschappen.</li> <li>Waar de schroefas door één vast lager wordt ondersteund, fungeert de Bullflex koppeling met centreerring als flexibel kogelgewricht.</li> <li>De schroefas wordt dus in de Bullflex koppeling ondersteund en gecentreerd, ongeacht de motorbewegingen.</li> </ul> <p><strong>De juiste uitvoering kiezen - voorbeeld</strong></p> <ul> <li>Uitgangspunt is een scheepsmotor van 84 kW met een maximaal toerental van 3.600 omw/min en een vertraging van de keerkoppeling van 2,1:1.</li> <li>Het toerental van de schroefas bedraagt 3.600 / 2,1 = 1.714 omw/min, ofwel 17,14 maal 100 omw/min.</li> <li>Het over te brengen vermogen per 100 omw/min. is dus 84 / 17,14 = 4,9 kW/100 omw/min.</li> <li>Volgens de tabel voor de pleziervaart (zie afbeelding) moet Bullflex type 8 gekozen worden, voor de beroepsvaart type 12.</li> <li>Bovenstaande formule is ook van toepassing op de flexibele koppelingen Uniflex en Type 6.</li> </ul>",https://www.bol.com/nl/nl/p/vetus-flexibele-koppeling-bullflex-12-voor-schroefas-1-bulfl1213/9300000229380867/
